Season,City,Year,Sport,Event,Name,NOC
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Ioannis Antoniou,GRE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Erjon Tola,ALB
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Rodolfo Dickson,MEX
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Itamar Biran,ISR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Matej Falat,SVK
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Igor Zakurdaev,KAZ
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Komiljon Tukhtaev,UZB
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Adam Lamhamedi,MAR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Yuri Danilochkin,BLR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Alexandru Barbu,ROU
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Albin Tahiri,KOS
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Ivan Kovbasnyuk,UKR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Mohammad Kiyadarbandsari,IRI
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Andrej Drukarov,LTU
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Casper Dyrbye Næsted,DEN
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Shannon Abeda,ERI
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Matthieu Osch,LUX
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Evgeniy Timofeev,KGZ
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Eldar Salihovic,MNE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Alessandro Mariotti,SMR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Arthur Hanse,POR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Serdar Deniz,TUR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Jeffrey Webb,MAS
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Zhang Yangmin,CHN
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Asa Miller,PHI
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Muhammad Karim,PAK
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Charles Flaherty,PUR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Kang Song-il,PRK
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Choe Myong-gwang,PRK
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Kjetil Jansrud,NOR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Iason Abramashvili,GEO
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Antonio Ristevski,MKD
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Aleksander Aamodt Kilde,NOR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Timothy Jitloff,USA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Andreas Zampa,SVK
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Joan Verdu,AND
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Justin Murisier,SUI
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Sebastiano Gastaldi,ARG
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Ondrej Berndt,CZE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Riccardo Tonetti,ITA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Martin Cater,SLO
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Jan Zabystran,CZE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Miha Hrobat,SLO
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Michel Macedo,BRA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Kristoffer Jakobsen,SWE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Alexander Schmid,GER
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Jung Donghyun,KOR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Ivan Kuznetsov,OAR
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Michael Poettoz,COL
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Juan Del Campo,ESP
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Kamen Zlatkov,BUL
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Emir Lokmic,BIH
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Kai Horwitz,CHI
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Adam Kotzmann,CZE
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Dinos Lefkaritis,CYP
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Connor Wilson,RSA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Sturla Snorrason,ISL
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Nicola Zanon,THA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Stefan Brennsteiner,AUT
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Christian Hirschbühl,AUT
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Michal Jasiczek,POL
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Luca De Aliprandini,ITA
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Manuel Feller,AUT
Winter,PyeongChang,2018,Alpine Skiing,Giant slalom M,Harry Laidlaw,AUS
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Denise Feierabend,SUI
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Ramon Zenhäusern,SUI
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Wendy Holdener,SUI
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Daniel Yule,SUI
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Katharina Liensberger,AUT
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Michael Matt,AUT
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Katharina Gallhuber,AUT
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Marco Schwarz,AUT
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Kristin Lysdahl,NOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Sebastian Foss-Solevaag,NOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Nina Haver-Løseth,NOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Leif Nestvold-Haugen,NOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Tessa Worley,FRA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Adeline Baud Mugnier,FRA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Alexis Pinturault,FRA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Clement Noel,FRA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Frida Hansdotter,SWE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Mattias Hargin,SWE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Anna Swenn Larsson,SWE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Andre Myhrer,SWE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Alex Tilley,GBR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Laurie Taylor,GBR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Charlie Guest,GBR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,David Ryding,GBR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Irene Curtoni,ITA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Alex Vinatzer,ITA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Chiara Costazza,ITA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Riccardo Tonetti,ITA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Marina Wallner,GER
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Alexander Schmid,GER
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Lena Dürr,GER
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Linus Strasser,GER
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Kang Youngseo,KOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Kim Dongwoo,KOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Gim Sohui,KOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Jung Donghyun,KOR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Tina Robnik,SLO
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Zan Kranjec,SLO
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Ana Bucik,SLO
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Stefan Hadalin,SLO
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Megan McJames,USA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Nolan Kasper,USA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Patricia Mangan,USA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,David Chodounsky,USA
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Anastasiia Silanteva,OAR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Ivan Kuznetsov,OAR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Ekaterina Tkachenko,OAR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Aleksandr Khoroshilov,OAR
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Gabriela Capova,CZE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Ondrej Berndt,CZE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Martina Dubovska,CZE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Filip Forejtek,CZE
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Laurence St-Germain,CAN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Philip Brown,CAN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Erin Mielzynski,CAN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Trevor Philp,CAN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Petra Vlhova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Adam Zampa,SVK
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Veronika Velez Zuzulova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Andreas Zampa,SVK
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Szonja Hozmann,HUN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Dalibor Samsal,HUN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Mariann Maroty,HUN
Winter,PyeongChang,2018,Alpine Skiing,Nation Team Event ,Marton Kekesi,HUN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Frida Hansdotter,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Wendy Holdener,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Katharina Gallhuber,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Mikaela Shiffrin,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Anna Swenn Larsson,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Nina Haver-Løseth,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Bernadette Schild,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Katharina Liensberger,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Chiara Costazza,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Irene Curtoni,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Erin Mielzynski,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Emelie Wikström,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Petra Vlhova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Denise Feierabend,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Laurence St-Germain,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Michelle Gisin,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Veronika Velez Zuzulova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Marusa Ferk,SLO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Marina Wallner,GER
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Nastasia Noens,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Meta Hrovat,SLO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Maren Skjøld,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Manuela Mölgg,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Ana Bucik,SLO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Kristin Lysdahl,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Nevena Ignjatovic,SRB
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Roni Remme,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Maria Shkanova,BLR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Martina Dubovska,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Mireia Gutierrez,AND
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Andrea Komsic,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Ekaterina Tkachenko,OAR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Charlie Guest,GBR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Barbara Kantorova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Maria Kirkova,BUL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Megan McJames,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Lelde Gasuna,LAT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Marjolein Decroix,BEL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Nino Tsiklauri,GEO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Kim Vanreusel,BEL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Freydis Einarsdottir,ISL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Alice Merryweather,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Ieva Januskeviciute,LTU
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Sophia Ralli,GRE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Olha Knysh,UKR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Tess Arbez,IRL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Mialitiana Clerc,MAD
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Anna Jogeva,EST
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Forough Abbasi,IRI
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Elise Pellegrin,MLT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Mariya Grigorova,KAZ
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Natacha Mohbat,LIB
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Mariann Maroty,HUN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Kim Ryon-hyang,PRK
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Nicol Gastaldi,ARG
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Resi Stiegler,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Suela Mehilli,ALB
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Gim Sohui,KOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Christina Geiger,GER
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Marta Bassino,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Estelle Alphand,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Adeline Baud Mugnier,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Gabriela Capova,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Ida Stimac,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Alice Robinson,NZL
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Sona Moravcikova,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Elvedina Muzaferija,BIH
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Kang Youngseo,KOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Szonja Hozmann,HUN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Kong Fanying,CHN
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Arabella Caroline Ng,HKG
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Ozlem Carikcioglu,TUR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Jelena Vujicic,MNE
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Stephanie Brunner,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Alex Tilley,GBR
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Alexia Schenkel,THA
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Lena Dürr,GER
Winter,PyeongChang,2018,Alpine Skiing,Slalom W,Asa Ando,JPN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Andre Myhrer,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ramon Zenhäusern,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Michael Matt,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Clement Noel,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Alexis Pinturault,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Victor Muffat-Jeandet,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kristoffer Jakobsen,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Daniel Yule,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,David Ryding,GBR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Sebastian Foss-Solevaag,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marco Schwarz,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Manfred Mölgg,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Leif Nestvold-Haugen,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Loic Meillard,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Manuel Feller,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Stefano Gross,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Alexandr Khoroshilov,OAR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,David Chodounsky,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Mattias Hargin,SWE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Fritz Dopfer,GER
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Istok Rodes,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Philip Brown,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Elias Kolega,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Adam Zampa,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marco Pfiffner,LIE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Laurie Taylor,GBR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Jung Donghyun,KOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Iason Abramashvili,GEO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Erik Read,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marton Kekesi,HUN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Mark Engel,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Simon Breitfuss Kammerlander,BOL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Yuri Danilochkin,BLR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Mohammad Kiyadarbandsari,IRI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Andreas Zampa,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Erjon Tola,ALB
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Michael Poettoz,COL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Arthur Hanse,POR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Albin Tahiri,KOS
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Evgeniy Timofeev,KGZ
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Andrej Drukarov,LTU
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ashot Karapetyan,ARM
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Choe Myong-gwang,PRK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Igor Zakurdaev,KAZ
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marcel Hirscher,AUT
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Antonio Ristevski,MKD
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Nolan Kasper,USA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kristaps Zvejnieks,LAT
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Naoki Yuasa,JPN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Jean-Baptiste Grange,FRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Henrik Kristoffersen,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Zan Kranjec,SLO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Trevor Philp,CAN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Matej Falat,SVK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marko Vukicevic,SRB
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Dominic Demschar,AUS
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Adam Barwood,NZL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Adam Lamhamedi,MAR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Alexandru Barbu,ROU
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Patrick Brachner,AZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Dalibor Samsal,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Michal Jasiczek,POL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Matej Vidovic,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Muhammad Karim,PAK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Filip Zubcic,CRO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Yohan Goncalves Goutt,TLS
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Luca Ärni,SUI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Stefan Hadalin,SLO
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ondrej Berndt,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Riccardo Tonetti,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kim Dongwoo,KOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Linus Strasser,GER
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Jan Zabystran,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Filip Forejtek,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ivan Kovbasnyuk,UKR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Marko Stevovic,SRB
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Willis Feasey,NZL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Michel Macedo,BRA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Alex Vinatzer,ITA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ivan Kuznetsov,OAR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Joaquim Salarich,ESP
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Sam Maes,BEL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kang Song-il,PRK
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Jonathan Nordbotten,NOR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Juan Del Campo,ESP
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kamen Zlatkov,BUL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Albert Popov,BUL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kai Alaerts,BEL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Emir Lokmic,BIH
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Ioannis Antoniou,GRE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Itamar Biran,ISR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Eldar Salihovic,MNE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Tormis Laine,EST
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Kai Horwitz,CHI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Adam Kotzmann,CZE
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Casper Dyrbye Næsted,DEN
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Matthieu Osch,LUX
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Serdar Deniz,TUR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Rodolfo Dickson,MEX
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Dinos Lefkaritis,CYP
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Connor Wilson,RSA
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Komiljon Tukhtaev,UZB
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Alessandro Mariotti,SMR
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Shannon Abeda,ERI
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Jeffrey Webb,MAS
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Sturla Snorrason,ISL
Winter,PyeongChang,2018,Alpine Skiing,Slalom M,Nicola Zanon,THA
Winter,PyeongChang,2018,Alpine Skiing,Super-G W,Ester Ledecka,CZE
Winter,PyeongChang,2018,Alpine Skiing,Super-G W,Anna Veith,AUT
Winter,PyeongChang,2018,Alpine Skiing,Super-G W,Tina Weirather,LIE
